"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.388593725E1,5.493576050E-2,2.689906311E-1,9.761351166E0,9.765211236E0
1.389596925E1,2.993774414E-2,2.445913696E-1,9.861193542E0,9.864271858E0
1.390600125E1,-3.876937866E-2,2.483335876E-1,9.826615448E0,9.829829286E0
1.391603225E1,3.203338623E-2,2.465373230E-1,9.778265991E0,9.781425897E0
1.392606425E1,3.158432007E-2,2.519261169E-1,9.682165833E0,9.685494285E0
1.393609625E1,-2.395019531E-3,2.417472839E-1,9.792336731E0,9.795320625E0
1.394612825E1,4.790039062E-3,2.305206299E-1,9.697134705E0,9.699875473E0
1.395615925E1,-9.580078125E-3,2.743794250E-1,9.721234589E0,9.725110682E0
1.396619125E1,-4.191284180E-3,2.371069336E-1,9.953252106E0,9.956076775E0
1.397622325E1,-2.020797729E-2,2.333647156E-1,9.760153656E0,9.762964040E0
1.398625425E1,-9.430389404E-3,2.556683350E-1,9.559720459E0,9.563143337E0
1.399628625E1,1.676513672E-2,2.664459229E-1,9.731712799E0,9.735374081E0
1.400631825E1,1.197509766E-3,2.862048340E-1,9.845027161E0,9.849186486E0
1.401635025E1,5.059478760E-2,2.905458069E-1,9.931696930E0,9.936074708E0
1.402638125E1,-1.227447510E-2,2.712359619E-1,9.761051788E0,9.764827271E0
1.403641325E1,2.200424194E-2,2.028282166E-1,9.899064789E0,9.901166960E0
1.404644525E1,-8.532257080E-3,1.935475159E-1,9.985135803E0,9.987015092E0
1.405647625E1,-2.574645996E-2,2.671943665E-1,9.800120544E0,9.803796122E0
1.406650825E1,2.005828857E-2,2.035766602E-1,9.936486969E0,9.938592409E0
1.407654025E1,5.987548828E-3,1.980381775E-1,1.016057098E1,1.016250253E1
1.408657125E1,-2.095642090E-2,2.730322266E-1,9.816436615E0,9.820255271E0
1.409660325E1,9.729766846E-3,2.321672058E-1,9.662855988E0,9.665649596E0
1.410663525E1,4.819976807E-2,2.621049500E-1,9.926906891E0,9.930483505E0
1.411666725E1,2.694396973E-3,3.073109436E-1,9.962682495E0,9.967421421E0
1.412669825E1,-3.308120728E-2,2.945874023E-1,9.769733734E0,9.774230064E0
1.413673025E1,3.053649902E-2,2.174977112E-1,9.772727509E0,9.775195174E0
1.414676225E1,7.185058594E-2,1.874102783E-1,9.905052338E0,9.907085693E0
1.415679325E1,-5.777984619E-2,2.670446777E-1,9.755812683E0,9.759637928E0
1.416682525E1,-5.388793945E-3,2.124082947E-1,9.672885132E0,9.675218504E0
1.417685725E1,9.385482788E-2,1.916015625E-1,9.834399261E0,9.836713309E0
1.418688925E1,7.229965210E-2,2.740800476E-1,9.937235413E0,9.941277320E0
1.419692025E1,-3.727249146E-2,2.124082947E-1,9.686656494E0,9.689056742E0
1.420695225E1,1.257385254E-2,1.767823792E-1,9.568552094E0,9.570193273E0
1.421698425E1,1.053808594E-1,2.737806702E-1,9.886191559E0,9.890543186E0
1.422701525E1,3.442840576E-3,2.525248718E-1,9.835896149E0,9.839137854E0
1.423704725E1,-2.604583740E-2,2.136058044E-1,9.743837585E0,9.746213455E0
1.424707925E1,4.849914551E-2,2.381547546E-1,9.873318329E0,9.876309264E0
1.425711125E1,8.532257080E-3,2.374063110E-1,9.799671478E0,9.802550466E0
1.426714225E1,3.367996216E-2,2.448907471E-1,9.723779297E0,9.726920871E0
1.427717425E1,-5.987548828E-3,2.796185303E-1,9.678722992E0,9.682763094E0
1.428720625E1,6.586303711E-2,2.915936279E-1,9.896819458E0,9.901333252E0
1.429723725E1,1.347198486E-3,2.131567383E-1,9.933942261E0,9.936228985E0
1.430726925E1,-1.242416382E-2,2.525248718E-1,9.633067932E0,9.636385264E0
1.431730125E1,-1.197509766E-3,3.004252625E-1,9.701475677E0,9.706126266E0
1.432733225E1,-9.280700684E-3,2.248324585E-1,9.941277008E0,9.943823425E0
1.433736425E1,-2.799179077E-2,2.411485291E-1,9.739346924E0,9.742372127E0
1.434739625E1,1.886077881E-2,2.463876343E-1,9.840237122E0,9.843339332E0
1.435742825E1,2.185455322E-2,2.540217590E-1,9.939630432E0,9.942899869E0
1.436745925E1,-2.499801636E-2,2.698887634E-1,9.805659027E0,9.809404355E0
1.437749125E1,1.721420288E-2,2.523751831E-1,9.769584045E0,9.772858435E0
1.438752325E1,-3.472778320E-2,2.576142883E-1,9.752070465E0,9.755534301E0
1.439755425E1,8.202941895E-2,2.297721863E-1,1.001597168E1,1.001894270E1
1.440758625E1,-2.933898926E-2,2.080673218E-1,1.000010468E1,1.000231205E1
1.441761825E1,-3.293151855E-2,2.354603577E-1,9.794582062E0,9.797467215E0
1.442765025E1,2.005828857E-2,1.739382935E-1,9.926008759E0,9.927552908E0
1.443768125E1,-2.395019531E-3,2.005828857E-1,9.902657318E0,9.904688849E0
1.444771325E1,-5.688171387E-3,2.592608643E-1,9.816286926E0,9.819711685E0
1.445774525E1,3.637435913E-2,2.092648315E-1,9.928553467E0,9.930825183E0
1.446777625E1,2.305206299E-2,2.523751831E-1,9.935738525E0,9.938970001E0
1.447780825E1,1.392105103E-2,2.598596191E-1,9.670340424E0,9.673841260E0
1.448784025E1,-4.790039062E-3,2.827619934E-1,9.631720734E0,9.635871605E0
1.449787225E1,4.670288086E-2,2.356100464E-1,9.795929260E0,9.798873574E0
1.450790325E1,5.104385376E-2,1.995350647E-1,9.810748444E0,9.812910106E0
1.451793525E1,-3.891906738E-2,2.377056885E-1,9.790091400E0,9.793054085E0
1.452796725E1,5.358856201E-2,2.219883728E-1,9.738299103E0,9.740976336E0
1.453799825E1,3.891906738E-2,2.133064270E-1,9.641749878E0,9.644187630E0
1.454803025E1,7.244934082E-2,2.733316040E-1,9.721234589E0,9.725346318E0
1.455806225E1,-3.981719971E-2,2.001338196E-1,9.747879181E0,9.750014743E0
1.456809425E1,2.125579834E-2,2.137554932E-1,9.832153931E0,9.834500198E0
1.457812525E1,7.349716187E-2,2.378553772E-1,9.883646851E0,9.886781685E0
1.458815725E1,-3.427871704E-2,2.374063110E-1,9.624236298E0,9.627224995E0
1.459818925E1,-2.020797729E-2,2.471360779E-1,9.682315521E0,9.685490099E0
1.460822025E1,1.272354126E-2,2.348616028E-1,9.876910858E0,9.879711026E0
1.461825225E1,-1.257385254E-2,2.290237427E-1,9.857301636E0,9.859969854E0
1.462828425E1,5.388793945E-3,2.266287231E-1,9.810598755E0,9.813217492E0
1.463831525E1,7.484436035E-4,2.586621094E-1,9.705517273E0,9.708963497E0
1.464834725E1,3.083587646E-2,2.877017212E-1,9.795779572E0,9.800052069E0
1.465837925E1,-8.232879639E-3,1.859133911E-1,9.787097626E0,9.788866712E0
1.466841125E1,-1.362167358E-2,2.534230042E-1,9.744286652E0,9.747591042E0
1.467844225E1,3.338058472E-2,2.707868958E-1,1.003558090E1,1.003928901E1
1.468847425E1,-2.544708252E-2,2.362088013E-1,9.874815216E0,9.877672687E0
1.469850625E1,-2.185455322E-2,2.401007080E-1,9.666598206E0,9.669604275E0
1.470853725E1,5.822891235E-2,2.426454163E-1,9.859247589E0,9.862404901E0
1.471856925E1,-7.035369873E-3,2.597099304E-1,9.958940277E0,9.962328552E0
1.472860125E1,-1.332229614E-2,2.782713318E-1,9.990524597E0,9.994408144E0
1.473863325E1,2.544708252E-3,2.646496582E-1,9.920320587E0,9.923850385E0
1.474866425E1,5.837860107E-3,2.776725769E-1,9.853260040E0,9.857173508E0
1.475869625E1,4.011657715E-2,2.261796570E-1,9.896071014E0,9.898736692E0
1.476872825E1,-1.092727661E-2,2.146536255E-1,9.816286926E0,9.818639651E0
1.477875925E1,4.864883423E-2,2.531236267E-1,9.943522339E0,9.946862560E0
1.478879125E1,1.212478638E-2,1.899549866E-1,9.940378876E0,9.942201069E0
1.479882325E1,-1.362167358E-2,2.077679443E-1,9.722731476E0,9.724960690E0
1.480885525E1,3.652404785E-2,2.245330811E-1,9.674681396E0,9.677355488E0
1.481888625E1,6.466552734E-2,2.296224976E-1,9.746681671E0,9.749600593E0
1.482891825E1,2.170486450E-2,2.390528870E-1,9.729168091E0,9.732128705E0
1.483895025E1,1.601669312E-2,2.384541321E-1,9.680519257E0,9.683468902E0
1.484898125E1,3.023712158E-2,2.745291138E-1,9.726922760E0,9.730843072E0
1.485901325E1,6.436614990E-2,2.255809021E-1,9.690249023E0,9.693088047E0
1.486904525E1,2.604583740E-2,2.146536255E-1,9.648485870E0,9.650908463E0
1.487907725E1,-1.766326904E-2,2.466870117E-1,9.726623383E0,9.729767155E0
1.488910825E1,8.711883545E-2,2.248324585E-1,9.793833618E0,9.796801328E0
1.489914025E1,3.936813354E-2,2.209405518E-1,9.830058289E0,9.832619719E0
1.490917225E1,6.107299805E-2,2.637515259E-1,9.839488678E0,9.843212495E0
1.491920325E1,-2.095642090E-2,2.421963501E-1,9.705367584E0,9.708411723E0
1.492923525E1,6.780899048E-2,2.252815247E-1,9.827363892E0,9.830179596E0
1.493926725E1,4.535568237E-2,2.305206299E-1,9.905501404E0,9.908287186E0
1.494929825E1,-3.817062378E-2,2.465373230E-1,9.856104126E0,9.859260935E0
1.495933025E1,-1.317260742E-2,2.305206299E-1,9.863139496E0,9.865841778E0
1.496936225E1,-4.790039062E-3,2.372566223E-1,9.778116302E0,9.780995454E0
1.497939425E1,-1.422042847E-2,2.372566223E-1,9.822573853E0,9.825449100E0
1.498942525E1,-1.392105103E-2,2.116598511E-1,9.730215912E0,9.732527697E0
1.499945725E1,2.993774414E-4,2.646496582E-1,9.810898132E0,9.814466959E0
1.500948925E1,3.652404785E-2,2.359094238E-1,1.002585114E1,1.002869275E1
1.501952025E1,-4.056564331E-2,2.177970886E-1,9.778565369E0,9.781074676E0
1.502955225E1,1.392105103E-2,2.655477905E-1,9.735904083E0,9.739534781E0
1.503958425E1,1.631607056E-2,2.380050659E-1,9.964628448E0,9.967483772E0
1.504961625E1,-3.712280273E-2,2.480342102E-1,9.902357941E0,9.905533396E0
1.505964725E1,-1.017883301E-2,2.240840149E-1,9.907896423E0,9.910435348E0
1.506967925E1,5.942642212E-2,2.266287231E-1,9.931696930E0,9.934460025E0
1.507971125E1,-1.945953369E-3,2.667453003E-1,9.856553192E0,9.860162152E0
1.508974225E1,1.242416382E-2,2.415975952E-1,9.858798523E0,9.861766174E0
1.509977425E1,1.092727661E-2,2.621049500E-1,9.760902100E0,9.764426671E0
1.510980625E1,1.706451416E-2,2.718347168E-1,9.835596771E0,9.839367315E0
1.511983725E1,6.735992432E-2,2.010319519E-1,9.936786346E0,9.939047947E0
1.512986925E1,-2.050735474E-2,2.336640930E-1,9.601333923E0,9.604198695E0
1.513990125E1,5.957611084E-2,2.487826538E-1,9.710307312E0,9.713676452E0
1.514993325E1,8.083190918E-3,1.984872437E-1,9.781559143E0,9.783576125E0
1.515996425E1,-5.987548828E-4,2.026785278E-1,9.640103302E0,9.642233694E0
1.516999625E1,3.667373657E-2,2.345622253E-1,9.647887115E0,9.650807748E0
1.518002825E1,7.574249268E-2,2.333647156E-1,9.859397278E0,9.862449528E0
1.519005900E1,4.700225830E-2,2.320175171E-1,9.770033112E0,9.772900713E0
1.520009100E1,4.490661621E-4,2.230361938E-1,9.627529449E0,9.630112598E0
1.521012300E1,5.134323120E-2,2.917433167E-1,9.756411438E0,9.760907460E0
1.522015500E1,4.640350342E-2,2.185455322E-1,9.945617981E0,9.948127083E0
1.523018600E1,2.065704346E-2,1.877096558E-1,9.851463776E0,9.853273575E0
1.524021800E1,-2.275268555E-2,2.532733154E-1,9.900411987E0,9.903677225E0
1.525025000E1,4.520599365E-2,2.207908630E-1,9.902657318E0,9.905221560E0
1.526028100E1,1.152603149E-2,2.245330811E-1,9.817334747E0,9.819908833E0
1.527031300E1,3.847000122E-2,2.622546387E-1,9.867480469E0,9.871039876E0
1.528034500E1,-4.730163574E-2,2.622546387E-1,9.909692688E0,9.913275146E0
1.529037700E1,3.098556519E-2,2.261796570E-1,9.927954712E0,9.930579142E0
1.530040800E1,2.694396973E-2,2.383044434E-1,9.741442566E0,9.744394196E0
1.531044000E1,-3.712280273E-2,2.544708252E-1,9.775571594E0,9.778953599E0
1.532047200E1,1.466949463E-2,2.047741699E-1,9.880802765E0,9.882935340E0
1.533050300E1,-2.125579834E-2,2.595602417E-1,9.794582062E0,9.798043738E0
1.534053500E1,2.080673218E-2,2.439926147E-1,9.935738525E0,9.938755725E0
1.535056700E1,9.580078125E-3,2.121089172E-1,9.826016693E0,9.828310436E0
1.536059800E1,-7.933502197E-3,2.535726929E-1,9.721234589E0,9.724544410E0
1.537063000E1,6.017486572E-2,2.558180237E-1,9.878856812E0,9.882351733E0
1.538066200E1,-3.577560425E-2,2.540217590E-1,9.782606964E0,9.785969853E0
1.539069400E1,8.547225952E-2,2.546205139E-1,9.929601288E0,9.933233051E0
1.540072500E1,1.182540894E-2,2.254312134E-1,9.924811249E0,9.927378173E0
1.541075700E1,-4.954696655E-2,2.387535095E-1,9.742640076E0,9.745691037E0
1.542078900E1,1.901046753E-2,2.112107849E-1,9.795480194E0,9.797775443E0
1.543082000E1,3.622467041E-2,2.460882568E-1,9.785600739E0,9.788761590E0
1.544085200E1,4.161346436E-2,2.698887634E-1,9.911938019E0,9.915699013E0
1.545088400E1,-2.140548706E-2,2.200424194E-1,9.838740234E0,9.841223819E0
1.546091600E1,2.140548706E-2,2.507286072E-1,9.633666687E0,9.636952675E0
1.547094700E1,3.023712158E-2,2.591111755E-1,9.738149414E0,9.741642926E0
1.548097900E1,3.308120728E-2,2.071691895E-1,9.814939728E0,9.817181637E0
1.549101100E1,-3.293151855E-3,2.547702026E-1,9.638307037E0,9.641674193E0
1.550104200E1,4.879852295E-2,2.281256104E-1,9.844727783E0,9.847491443E0
1.551107400E1,-9.131011963E-3,1.760339355E-1,9.892029419E0,9.893599817E0
1.552110600E1,-1.916015625E-2,2.240840149E-1,9.702074432E0,9.704680780E0
1.553113800E1,4.266128540E-2,2.553689575E-1,9.696386261E0,9.699842257E0
1.554116900E1,7.783813477E-3,2.689906311E-1,9.871522064E0,9.875189335E0
1.555120100E1,2.739303589E-2,2.281256104E-1,9.970915375E0,9.973562307E0
1.556123300E1,-8.232879639E-3,2.441423035E-1,9.770482178E0,9.773535452E0
1.557126400E1,5.658233643E-2,2.745291138E-1,9.758956146E0,9.762980736E0
1.558129600E1,4.505630493E-2,2.086660767E-1,9.927505646E0,9.929800600E0
1.559132800E1,1.347198486E-3,2.124082947E-1,9.801467743E0,9.803769123E0
1.560135900E1,3.817062378E-2,2.493814087E-1,9.806557159E0,9.809801803E0
1.561139100E1,5.882766724E-2,2.016307068E-1,9.964778137E0,9.966991470E0
1.562142300E1,8.741821289E-2,2.055226135E-1,9.887089691E0,9.889611926E0
1.563145500E1,-4.640350342E-3,2.612068176E-1,9.561666412E0,9.565234713E0
1.564148600E1,1.541793823E-2,2.399510193E-1,9.840237122E0,9.843174326E0
1.565151800E1,6.406677246E-2,2.115101624E-1,9.960437164E0,9.962888617E0
1.566155000E1,2.035766602E-2,2.291734314E-1,9.725276184E0,9.727997315E0
1.567158100E1,7.035369873E-3,2.275268555E-1,9.841434631E0,9.844066922E0
1.568161300E1,2.320175171E-2,2.107617188E-1,9.912536774E0,9.914804290E0
1.569164500E1,-1.017883301E-2,2.689906311E-1,9.798773346E0,9.802470028E0
1.570167700E1,-3.442840576E-3,2.478845215E-1,9.736502838E0,9.739658418E0
1.571170800E1,2.634521484E-2,2.378553772E-1,9.824370117E0,9.827284338E0
1.572174000E1,2.709365845E-2,2.932402039E-1,9.960886230E0,9.965238501E0
1.573177200E1,2.185455322E-2,2.670446777E-1,9.817634125E0,9.821289645E0
1.574180300E1,-4.056564331E-2,2.366578674E-1,9.639803925E0,9.642793798E0
1.575183500E1,5.044509888E-2,2.511776733E-1,9.887089691E0,9.890408358E0
1.576186700E1,-8.382568359E-3,2.501298523E-1,9.807754669E0,9.810947297E0
1.577189900E1,-5.433700562E-2,2.161505127E-1,9.714648285E0,9.717204580E0
1.578193000E1,4.520599365E-2,1.886077881E-1,9.874216461E0,9.876121061E0
1.579196200E1,2.993774414E-4,2.381547546E-1,9.727671204E0,9.730586047E0
1.580199400E1,2.275268555E-2,2.609074402E-1,9.710157623E0,9.713688869E0
1.581202500E1,-3.263214111E-2,2.552192688E-1,9.640103302E0,9.643536354E0
1.582205700E1,3.966751099E-2,2.760260010E-1,9.742340698E0,9.746330907E0
1.583208900E1,2.365081787E-2,2.538720703E-1,9.884095917E0,9.887384006E0
1.584212000E1,3.891906738E-3,2.233355713E-1,9.664951630E0,9.667532463E0
1.585215200E1,5.149291992E-2,2.404000854E-1,9.695637817E0,9.698754374E0
1.586218400E1,2.903961182E-2,2.258802795E-1,9.953401794E0,9.956006854E0
1.587221600E1,-1.362167358E-2,1.847158813E-1,9.823771362E0,9.825517253E0
1.588224700E1,1.317260742E-2,2.038760376E-1,9.785151672E0,9.787284210E0
1.589227900E1,9.101074219E-2,2.692900085E-1,9.867630157E0,9.871723506E0
1.590231100E1,5.313949585E-2,2.597099304E-1,9.920619965E0,9.924161100E0
1.591234200E1,3.188369751E-2,2.321672058E-1,9.827812958E0,9.830606579E0
1.592237400E1,4.056564331E-2,2.749781799E-1,9.722432098E0,9.726404499E0
1.593240600E1,1.025367737E-1,2.595602417E-1,9.919123077E0,9.923048319E0
1.594243800E1,1.901046753E-2,2.179467773E-1,1.005069946E1,1.005308022E1
1.595246900E1,3.188369751E-2,2.131567383E-1,9.809401245E0,9.811768707E0
1.596250100E1,2.245330811E-2,2.252815247E-1,9.820029144E0,9.822638562E0
1.597253300E1,5.718109131E-2,1.981878662E-1,9.958491211E0,9.960627255E0
1.598256400E1,4.326004028E-2,1.860630798E-1,9.856553192E0,9.858404117E0
1.599259600E1,3.802093506E-2,2.906954956E-1,9.835596771E0,9.839965107E0
1.600262800E1,7.484436035E-3,2.932402039E-1,9.976902924E0,9.981214244E0
1.601266000E1,3.996688843E-2,2.050735474E-1,9.870025177E0,9.872236297E0
1.602269100E1,4.490661621E-3,2.670446777E-1,9.698631592E0,9.702308374E0
1.603272300E1,6.586303711E-3,2.634521484E-1,9.736802216E0,9.740367950E0
1.604275500E1,-1.377136230E-2,2.369572449E-1,9.873617706E0,9.876470270E0
1.605278600E1,-4.640350342E-3,2.836601257E-1,9.923763428E0,9.927817745E0
1.606281800E1,5.837860107E-3,2.439926147E-1,9.679621124E0,9.682697537E0
1.607285000E1,5.987548828E-4,2.309696960E-1,9.588909760E0,9.591691078E0
1.608288100E1,2.065704346E-2,2.607577515E-1,9.789193268E0,9.792687382E0
1.609291300E1,1.886077881E-2,2.694396973E-1,9.643396454E0,9.647178274E0
1.610294500E1,2.993774414E-4,2.450404358E-1,9.687255249E0,9.690353924E0
1.611297700E1,7.484436035E-2,2.255809021E-1,9.918973389E0,9.921820473E0
1.612300800E1,-2.275268555E-2,2.505789185E-1,9.639654236E0,9.642937377E0
1.613304000E1,-3.742218018E-2,2.182461548E-1,9.578581238E0,9.581140346E0
1.614307200E1,5.703140259E-2,2.160008240E-1,9.738897858E0,9.741459871E0
1.615310300E1,1.212478638E-2,2.725831604E-1,9.834249573E0,9.838034013E0
1.616313500E1,4.116439819E-2,2.466870117E-1,9.931397552E0,9.934546106E0
1.617316700E1,-3.278182983E-2,2.433938599E-1,9.671537933E0,9.674655612E0
1.618319900E1,9.654922485E-2,2.877017212E-1,9.794731750E0,9.799431825E0
1.619323025E1,-1.945953369E-3,2.559677124E-1,9.910890198E0,9.914195266E0
1.620326225E1,1.182540894E-2,2.288740540E-1,9.743238831E0,9.745933823E0
1.621329425E1,5.777984619E-2,2.059716797E-1,1.000384689E1,1.000613389E1
1.622332525E1,1.107696533E-2,2.107617188E-1,1.012075378E1,1.012295413E1
1.623335725E1,-2.903961182E-2,2.107617188E-1,9.761949921E0,9.764268025E0
1.624338925E1,1.047821045E-2,1.721420288E-1,9.740544434E0,9.742071060E0
1.625342125E1,5.972579956E-2,2.802172852E-1,9.952803040E0,9.956926094E0
1.626345225E1,3.308120728E-2,2.653981018E-1,1.008931915E1,1.009286339E1
1.627348425E1,-4.640350342E-3,2.356100464E-1,9.854008484E0,9.856825900E0
1.628351625E1,5.284011841E-2,3.125500488E-1,9.714498596E0,9.719668852E0
1.629354725E1,2.664459229E-2,3.161425781E-1,9.900262299E0,9.905344499E0
1.630357925E1,-1.556762695E-2,2.269281006E-1,9.848020935E0,9.850647443E0
1.631361125E1,4.745132446E-2,1.922003174E-1,9.700427856E0,9.702447794E0
1.632364225E1,9.879455566E-3,2.501298523E-1,9.894574127E0,9.897740131E0
1.633367425E1,2.439926147E-2,2.204914856E-1,9.934241638E0,9.936718208E0
1.634370625E1,3.966751099E-2,1.814227295E-1,9.630822601E0,9.632612922E0
1.635373825E1,6.017486572E-2,2.829116821E-1,9.709109802E0,9.713417173E0
1.636376925E1,2.320175171E-2,2.275268555E-1,9.866282959E0,9.868933388E0
1.637380125E1,1.661544800E-2,1.830693054E-1,9.689650269E0,9.691393748E0
1.638383325E1,5.613327026E-2,2.523751831E-1,9.764943695E0,9.768365756E0
1.639386425E1,1.257385254E-2,2.249821472E-1,9.857750702E0,9.860325754E0
1.640389625E1,-3.053649902E-2,2.026785278E-1,9.767638092E0,9.769788378E0
1.641392825E1,-1.047821045E-3,2.480342102E-1,9.668843536E0,9.672024473E0
1.642396025E1,2.963836670E-2,2.201921082E-1,9.685309296E0,9.687857304E0
1.643399125E1,5.538482666E-2,2.134561157E-1,9.949958954E0,9.952402432E0
1.644402325E1,7.484436035E-3,2.993774414E-1,9.874665527E0,9.879205542E0
1.645405525E1,3.083587646E-2,3.209326172E-1,9.568402405E0,9.573832732E0
1.646408625E1,5.239105225E-2,2.659968567E-1,9.730515289E0,9.734291291E0
1.647411825E1,7.708969116E-2,2.730322266E-1,9.884095917E0,9.888166742E0
1.648415025E1,-1.047821045E-2,3.180885315E-1,9.741741943E0,9.746939325E0
1.649418225E1,5.688171387E-3,2.332150269E-1,9.846973114E0,9.849736094E0
1.650421325E1,4.969665527E-2,2.677931213E-1,9.877808990E0,9.881563306E0
1.651424525E1,4.445755005E-2,2.992277527E-1,9.808203735E0,9.812867789E0
1.652427725E1,2.679428101E-2,2.546205139E-1,9.716444550E0,9.719817088E0
1.653430825E1,4.191284180E-2,2.697390747E-1,9.859247589E0,9.863025848E0
1.654434025E1,7.873626709E-2,2.733316040E-1,1.002719833E1,1.003123203E1
1.655437225E1,-3.891906738E-3,3.001258850E-1,9.881850586E0,9.886407927E0
1.656440325E1,5.418731689E-2,2.552192688E-1,9.762398987E0,9.765884861E0
1.657443525E1,8.816665649E-2,2.109114075E-1,9.933193817E0,9.935823891E0
1.658446725E1,-4.939727783E-3,2.303709412E-1,9.887987823E0,9.890672291E0
1.659449925E1,-1.556762695E-2,1.731898499E-1,9.873767395E0,9.875298459E0
1.660453025E1,1.407073975E-2,1.853146362E-1,9.898466034E0,9.900210570E0
1.661456225E1,6.945556641E-2,2.436932373E-1,9.994865570E0,9.998077227E0
1.662459425E1,-7.185058594E-3,2.118095398E-1,9.863289185E0,9.865565794E0
1.663462525E1,1.167572021E-2,2.050735474E-1,9.650731201E0,9.652916875E0
1.664465725E1,4.131408691E-2,2.550695801E-1,9.753267975E0,9.756690194E0
1.665468925E1,5.643264771E-2,2.683918762E-1,1.000235001E1,1.000610936E1
1.666472125E1,1.047821045E-2,2.390528870E-1,9.787696381E0,9.790620844E0
1.667475225E1,3.727249146E-2,1.808239746E-1,9.627679138E0,9.629449213E0
1.668478425E1,3.113525391E-2,2.591111755E-1,9.756261749E0,9.759751602E0
1.669481625E1,3.682342529E-2,2.535726929E-1,9.771230621E0,9.774589655E0
1.670484725E1,6.182144165E-2,2.070195007E-1,9.706565094E0,9.708969301E0
1.671487925E1,7.244934082E-2,2.760260010E-1,9.836494904E0,9.840633681E0
1.672491125E1,3.921844482E-2,2.612068176E-1,9.872420197E0,9.875952998E0
1.673494325E1,1.766326904E-2,2.140548706E-1,9.626930695E0,9.629326356E0
1.674497425E1,7.469467163E-2,2.642005920E-1,9.658065948E0,9.661967663E0
1.675500625E1,2.754272461E-2,2.685415649E-1,9.909243622E0,9.912919970E0
1.676503825E1,-3.083587646E-2,2.498304749E-1,9.928254089E0,9.931444778E0
1.677506925E1,1.437011719E-2,2.342628479E-1,9.786498871E0,9.789312832E0
1.678510125E1,1.332229614E-2,2.281256104E-1,9.703870697E0,9.706560940E0
1.679513325E1,4.834945679E-2,2.293231201E-1,9.822573853E0,9.825369400E0
1.680516425E1,-1.945953369E-2,2.529739380E-1,9.698481903E0,9.701800127E0
1.681519625E1,7.484436035E-4,2.583627319E-1,9.757309570E0,9.760729579E0
1.682522825E1,4.924758911E-2,2.243833923E-1,1.000728973E1,1.000992613E1
1.683526025E1,2.245330811E-3,2.266287231E-1,9.801168365E0,9.803788398E0
1.684529125E1,-1.736389160E-2,2.386038208E-1,9.642049255E0,9.645016699E0
1.685532325E1,-2.514770508E-2,2.252815247E-1,9.777816925E0,9.780444161E0
1.686535525E1,-8.831634521E-3,2.430944824E-1,9.953701172E0,9.956673136E0
1.687538625E1,1.571731567E-2,2.330653381E-1,1.004905289E1,1.005176753E1
1.688541825E1,-6.092330933E-2,2.616558838E-1,9.791737976E0,9.795422811E0
1.689545025E1,6.586303711E-3,2.472857666E-1,9.819430389E0,9.822545841E0
1.690548225E1,5.254074097E-2,2.516267395E-1,9.958341522E0,9.961658618E0
1.691551325E1,-4.011657715E-2,3.049159241E-1,9.832004242E0,9.836813024E0
1.692554525E1,3.038681030E-2,2.453398132E-1,9.932744751E0,9.935820714E0
1.693557725E1,6.945556641E-2,2.329156494E-1,9.995913391E0,9.998867851E0
1.694560825E1,3.847000122E-2,2.863545227E-1,9.818981323E0,9.823231295E0
1.695564025E1,-1.197509766E-3,2.086660767E-1,9.715696106E0,9.717936704E0
1.696567225E1,-6.286926270E-3,2.338137817E-1,9.726623383E0,9.729435278E0
1.697570325E1,8.202941895E-2,2.677931213E-1,9.854756927E0,9.858736029E0
1.698573525E1,3.472778320E-2,2.465373230E-1,9.789043579E0,9.792209192E0
1.699576725E1,3.427871704E-2,2.282752991E-1,9.655820618E0,9.658579422E0
1.700579925E1,6.960525513E-2,2.230361938E-1,9.720486145E0,9.723293729E0
1.701583025E1,4.700225830E-2,2.547702026E-1,9.730515289E0,9.733963471E0
1.702586225E1,4.191284180E-2,2.350112915E-1,9.655521240E0,9.658471795E0
1.703589425E1,5.358856201E-2,1.972897339E-1,9.807305603E0,9.809436180E0
1.704592525E1,2.948867798E-2,2.160008240E-1,9.985734558E0,9.988113966E0
1.705595725E1,-2.020797729E-2,2.028282166E-1,9.717642059E0,9.719779568E0
1.706598925E1,6.376739502E-2,2.091151428E-1,9.632918243E0,9.635398762E0
1.707602125E1,6.975494385E-2,2.769241333E-1,9.846973114E0,9.851113249E0
1.708605225E1,-1.990859985E-2,2.481838989E-1,9.899813232E0,9.902943685E0
1.709608425E1,-6.735992432E-3,2.061213684E-1,9.781559143E0,9.783732961E0
1.710611625E1,6.810836792E-2,2.148033142E-1,9.798324280E0,9.800915157E0
1.711614725E1,5.568420410E-2,2.294728088E-1,9.877359924E0,9.880182062E0
1.712617925E1,-2.499801636E-2,2.383044434E-1,9.799970856E0,9.802899708E0
1.713621125E1,2.095642090E-3,2.498304749E-1,9.652377777E0,9.655610618E0
1.714624325E1,2.215393066E-2,2.276765442E-1,9.828112335E0,9.830774104E0
1.715627425E1,4.176315308E-2,2.246827698E-1,1.004561005E1,1.004820918E1
1.716630625E1,-3.772155762E-2,2.755769348E-1,9.663604431E0,9.667606538E0
1.717633825E1,-3.891906738E-3,2.817141724E-1,9.651928711E0,9.656039864E0
