"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.064375042E0,-1.107696533E-2,2.653981018E-1,9.937983856E0,9.941533180E0
7.074406042E0,1.646575928E-2,2.351609802E-1,1.019230499E1,1.019503079E1
7.084438042E0,1.122665405E-2,2.649490356E-1,9.992171173E0,9.995689510E0
7.094470042E0,3.936813354E-2,2.466870117E-1,1.002974304E1,1.003285352E1
7.104501042E0,-1.017883301E-2,2.037263489E-1,9.945019226E0,9.947110909E0
7.114533042E0,2.260299683E-2,2.661465454E-1,9.825118561E0,9.828748629E0
7.124565042E0,2.080673218E-2,2.065704346E-1,9.909093933E0,9.911268680E0
7.134597042E0,1.781295776E-2,2.493814087E-1,9.840536499E0,9.843712053E0
7.144628042E0,-6.286926270E-3,2.335144043E-1,9.663754120E0,9.666577067E0
7.154660042E0,1.901046753E-2,2.329156494E-1,9.688303070E0,9.691121064E0
7.164692042E0,5.224136353E-2,2.601589966E-1,9.851912842E0,9.855485706E0
7.174723042E0,-3.008743286E-2,2.330653381E-1,9.615554352E0,9.618425557E0
7.184755625E0,3.278182983E-2,2.505789185E-1,9.666298828E0,9.669601723E0
7.194787625E0,3.367996216E-2,2.616558838E-1,9.768685913E0,9.772247572E0
7.204819625E0,7.933502197E-3,2.513273621E-1,9.771380310E0,9.774615161E0
7.214850625E0,-2.095642090E-3,2.462379456E-1,9.733958130E0,9.737072373E0
7.224882625E0,1.796264648E-2,2.374063110E-1,9.709708557E0,9.712627074E0
7.234914625E0,4.131408691E-2,2.474354553E-1,9.910141754E0,9.913316334E0
7.244945625E0,-1.796264648E-2,2.474354553E-1,9.840386810E0,9.843513577E0
7.254977625E0,-1.496887207E-3,2.279759216E-1,9.682914276E0,9.685597769E0
7.265009625E0,2.080673218E-2,2.412982178E-1,9.839488678E0,9.842468958E0
7.275040625E0,2.065704346E-2,2.406994629E-1,9.907896423E0,9.910841260E0
7.285072625E0,-1.077758789E-2,2.215393066E-1,9.716893616E0,9.719424744E0
7.295104625E0,8.981323242E-3,2.402503967E-1,9.674980774E0,9.677967446E0
7.305136625E0,4.326004028E-2,2.345622253E-1,9.862690430E0,9.865574154E0
7.315167625E0,-2.829116821E-2,2.389031982E-1,9.750723267E0,9.753690550E0
7.325199625E0,8.831634521E-3,2.451901245E-1,9.621541901E0,9.624669591E0
7.335231625E0,2.784210205E-2,2.383044434E-1,9.728569336E0,9.731527399E0
7.345262625E0,2.888992310E-2,2.454895020E-1,9.794881439E0,9.797999905E0
7.355294625E0,4.640350342E-3,2.365081787E-1,9.670789490E0,9.673682184E0
7.365326625E0,5.837860107E-3,2.466870117E-1,9.602830811E0,9.606000632E0
7.375358625E0,3.637435913E-2,2.436932373E-1,9.755363617E0,9.758474716E0
7.385389625E0,-3.442840576E-3,2.324665833E-1,9.806856537E0,9.809612006E0
7.395421625E0,-2.305206299E-2,2.299218750E-1,9.605525208E0,9.608304220E0
7.405453625E0,4.326004028E-2,2.356100464E-1,9.715396729E0,9.718349506E0
7.415484625E0,2.829116821E-2,2.460882568E-1,9.878557434E0,9.881662654E0
7.425516625E0,8.981323242E-4,2.263293457E-1,9.719887390E0,9.722522135E0
7.435548625E0,7.035369873E-3,2.263293457E-1,9.656569061E0,9.659223597E0
7.445580625E0,3.847000122E-2,2.267784119E-1,9.857601013E0,9.860284282E0
7.455611625E0,-3.592529297E-3,2.270777893E-1,9.847721558E0,9.850339949E0
7.465643625E0,-1.197509766E-2,2.377056885E-1,9.699230347E0,9.702150108E0
7.475675625E0,1.047821045E-2,2.366578674E-1,9.755962372E0,9.758837971E0
7.485706625E0,3.263214111E-2,2.435435486E-1,9.896669769E0,9.899719735E0
7.495738625E0,-2.395019531E-3,2.330653381E-1,9.835147705E0,9.837909106E0
7.505770625E0,-1.197509766E-3,2.348616028E-1,9.681567078E0,9.684415444E0
7.515802625E0,4.700225830E-2,2.436932373E-1,9.840386810E0,9.843516048E0
7.525833625E0,3.442840576E-3,2.543211365E-1,9.927805023E0,9.931062565E0
7.535865625E0,-1.586700439E-2,2.492317200E-1,9.717642059E0,9.720850549E0
7.545897625E0,3.143463135E-2,2.420466614E-1,9.747130737E0,9.750186272E0
7.555928625E0,4.700225830E-2,2.415975952E-1,9.942175140E0,9.945221221E0
7.565960625E0,1.945953369E-3,2.284249878E-1,9.824370117E0,9.827025489E0
7.575992625E0,1.032852173E-2,2.459385681E-1,9.699829102E0,9.702951976E0
7.586023625E0,3.083587646E-2,2.392025757E-1,9.813891907E0,9.816855050E0
7.596055625E0,2.634521484E-2,2.393522644E-1,9.873318329E0,9.876254270E0
7.606087625E0,-3.293151855E-3,2.284249878E-1,9.714648285E0,9.717334003E0
7.616119625E0,8.981323242E-3,2.369572449E-1,9.701325989E0,9.704223583E0
7.626150625E0,3.861968994E-2,2.378553772E-1,9.878856812E0,9.881795311E0
7.636182625E0,-4.191284180E-3,2.486329651E-1,9.836345215E0,9.839487949E0
7.646214625E0,-1.257385254E-2,2.426454163E-1,9.661209412E0,9.664264183E0
7.656245625E0,4.236190796E-2,2.390528870E-1,9.804012451E0,9.807017944E0
7.666277625E0,2.320175171E-2,2.406994629E-1,9.934541016E0,9.937483572E0
7.676309625E0,-6.137237549E-3,2.414479065E-1,9.768685913E0,9.771671261E0
7.686341625E0,2.335144043E-2,2.393522644E-1,9.742191010E0,9.745158822E0
7.696372625E0,4.146377563E-2,2.463876343E-1,9.910141754E0,9.913290861E0
7.706404625E0,1.496887207E-2,2.344125366E-1,9.908944244E0,9.911727869E0
7.716436625E0,-7.484436035E-4,2.401007080E-1,9.728868713E0,9.731831038E0
7.726467625E0,1.437011719E-2,2.424957275E-1,9.797875214E0,9.800886153E0
7.736499625E0,2.679428101E-2,2.445913696E-1,9.945019226E0,9.948062639E0
7.746531625E0,-2.350112915E-2,2.592608643E-1,9.803713074E0,9.807168732E0
7.756563625E0,1.152603149E-2,2.398013306E-1,9.707762604E0,9.710730781E0
7.766594625E0,4.640350342E-2,2.345622253E-1,9.883946228E0,9.886838006E0
7.776626625E0,-6.286926270E-3,2.356100464E-1,9.907147980E0,9.909951196E0
7.786658625E0,-1.960922241E-2,2.354603577E-1,9.734556885E0,9.737423881E0
7.796689625E0,1.930984497E-2,2.327659607E-1,9.799970856E0,9.802753778E0
7.806721625E0,2.125579834E-2,2.336640930E-1,9.975256348E0,9.978015330E0
7.816753625E0,-7.185058594E-3,2.252815247E-1,9.898915100E0,9.901480877E0
7.826785625E0,-5.987548828E-4,2.347119141E-1,9.809401245E0,9.812208866E0
7.836816625E0,4.311035156E-2,2.377056885E-1,9.949958954E0,9.952891323E0
7.846848625E0,2.649490356E-2,2.365081787E-1,1.002555176E1,1.002837605E1
7.856880625E0,-1.302291870E-2,2.534230042E-1,9.909093933E0,9.912342578E0
7.866911625E0,1.496887207E-2,2.490820312E-1,9.912836151E0,9.915976325E0
7.876943625E0,5.718109131E-2,2.510279846E-1,1.004366409E1,1.004696338E1
7.886975625E0,-8.532257080E-3,2.525248718E-1,9.995763702E0,9.998956626E0
7.897006625E0,-1.077758789E-2,2.429447937E-1,9.910590820E0,9.913573964E0
7.907038625E0,2.305206299E-2,2.477348328E-1,9.981094208E0,9.984194786E0
7.917070625E0,1.257385254E-2,2.576142883E-1,1.008093658E1,1.008423550E1
7.927102625E0,-6.735992432E-3,2.356100464E-1,9.981992340E0,9.984774837E0
7.937133625E0,2.544708252E-3,2.339634705E-1,9.927355957E0,9.930112873E0
7.947165625E0,3.906875610E-2,2.438429260E-1,1.005938141E1,1.006241224E1
7.957197625E0,-2.544708252E-3,2.332150269E-1,1.007285339E1,1.007555315E1
7.967228625E0,-1.646575928E-3,2.487826538E-1,9.929002533E0,9.932118949E0
7.977260625E0,4.011657715E-2,2.465373230E-1,9.978399811E0,9.981525574E0
7.987292625E0,4.954696655E-2,2.404000854E-1,1.013108231E1,1.013405525E1
7.997324625E0,-1.751358032E-2,2.502795410E-1,1.003647903E1,1.003961443E1
8.007355625E0,1.496887207E-2,2.412982178E-1,9.992769928E0,9.995694059E0
8.017387625E0,4.370910645E-2,2.375559998E-1,1.011626312E1,1.011914635E1
8.027419625E0,1.736389160E-2,2.454895020E-1,1.018227585E1,1.018524953E1
8.037450625E0,-1.407073975E-2,2.411485291E-1,1.006671616E1,1.006961393E1
8.047482625E0,2.634521484E-2,2.504292297E-1,1.009485764E1,1.009799780E1
8.057514625E0,3.457809448E-2,2.495310974E-1,1.021835083E1,1.022145563E1
8.067546625E0,-9.280700684E-3,2.365081787E-1,1.015143997E1,1.015419892E1
8.077577625E0,1.945953369E-3,2.415975952E-1,1.005998016E1,1.006288100E1
8.087609625E0,2.799179077E-2,2.549198914E-1,1.013572266E1,1.013896649E1
8.097641625E0,2.140548706E-2,2.567161560E-1,1.023840912E1,1.024164941E1
8.107672625E0,-1.646575928E-3,2.520758057E-1,1.036863831E1,1.037170214E1
8.117704625E0,-2.095642090E-3,2.489323425E-1,1.012255005E1,1.012561066E1
8.127736625E0,3.847000122E-2,2.510279846E-1,1.019679565E1,1.019995768E1
8.137767625E0,2.365081787E-2,2.489323425E-1,1.054706726E1,1.055003102E1
8.147799625E0,-2.170486450E-2,2.490820312E-1,1.026505371E1,1.026809820E1
8.157831625E0,2.589614868E-2,2.601589966E-1,1.028870453E1,1.029202576E1
8.167863625E0,3.427871704E-2,2.604583740E-1,1.059107574E1,1.059433334E1
8.177894625E0,-2.035766602E-2,2.815644836E-1,1.033630554E1,1.034015983E1
8.187926125E0,-1.122665405E-2,2.499801636E-1,1.034828064E1,1.035130563E1
8.197958125E0,5.598358154E-2,2.583627319E-1,1.054078033E1,1.054409482E1
8.207989125E0,-8.831634521E-3,2.676434326E-1,1.051593201E1,1.051934109E1
8.218021125E0,-1.347198486E-2,2.576142883E-1,1.041818527E1,1.042137855E1
8.228053125E0,3.053649902E-2,2.689906311E-1,1.046294220E1,1.046644390E1
8.238085125E0,1.871109009E-2,2.600093079E-1,1.055036041E1,1.055358042E1
8.248116125E0,-2.993774414E-3,2.573149109E-1,1.055290512E1,1.055604218E1
8.258148125E0,4.640350342E-3,2.571652222E-1,1.047416885E1,1.047732641E1
8.268180125E0,4.385879517E-2,2.426454163E-1,1.051937485E1,1.052226437E1
8.278211125E0,1.137634277E-2,2.649490356E-1,1.060814026E1,1.061145453E1
8.288243125E0,-1.646575928E-3,2.625540161E-1,1.048958679E1,1.049287227E1
8.298275125E0,2.454895020E-2,2.607577515E-1,1.042806473E1,1.043135328E1
8.308307125E0,6.092330933E-2,2.643502808E-1,1.067160828E1,1.067505578E1
8.318338125E0,1.556762695E-2,2.508782959E-1,1.069151688E1,1.069447125E1
8.328370125E0,-7.933502197E-3,2.707868958E-1,1.073088501E1,1.073430396E1
8.338402125E0,5.224136353E-2,2.562670898E-1,1.079704742E1,1.080021458E1
8.348433125E0,2.155517578E-2,2.715353394E-1,1.079614929E1,1.079958497E1
8.358465125E0,1.182540894E-2,2.559677124E-1,1.091919342E1,1.092219961E1
8.368497125E0,3.233276367E-2,2.603086853E-1,1.091036179E1,1.091351457E1
8.378528125E0,2.844085693E-2,2.799179077E-1,1.089000412E1,1.089363817E1
8.388560125E0,3.308120728E-2,2.662962341E-1,1.096110626E1,1.096439048E1
8.398592125E0,-1.062789917E-2,2.541714478E-1,1.084584595E1,1.084882899E1
8.408624125E0,2.709365845E-2,2.580633545E-1,1.079734680E1,1.080046428E1
8.418655125E0,3.472778320E-2,2.610571289E-1,1.088476501E1,1.088795051E1
8.428687125E0,2.245330811E-3,2.588117981E-1,1.079195801E1,1.079506120E1
8.438719125E0,2.993774414E-4,2.712359619E-1,1.068088898E1,1.068433238E1
8.448750125E0,4.311035156E-2,2.772235107E-1,1.078447357E1,1.078812225E1
8.458782125E0,8.382568359E-3,2.745291138E-1,1.076366684E1,1.076717049E1
8.468814125E0,1.407073975E-2,2.674937439E-1,1.064750839E1,1.065087723E1
8.478846125E0,3.023712158E-2,2.850073242E-1,1.068343369E1,1.068727743E1
8.488877125E0,2.005828857E-2,2.917433167E-1,1.078686859E1,1.079083178E1
8.498909125E0,-1.347198486E-2,2.743794250E-1,1.075737991E1,1.076088696E1
8.508941125E0,7.783813477E-3,2.737806702E-1,1.069301376E1,1.069652092E1
8.518972125E0,2.245330811E-2,2.860551453E-1,1.077249847E1,1.077631918E1
8.529004125E0,7.334747314E-3,2.559677124E-1,1.087922653E1,1.088223981E1
8.539036125E0,-1.901046753E-2,2.444416809E-1,1.072399933E1,1.072680170E1
8.549068125E0,2.754272461E-2,2.505789185E-1,1.073911789E1,1.074207622E1
8.559099125E0,4.191284180E-2,2.644999695E-1,1.089988358E1,1.090317288E1
8.569131125E0,-1.451980591E-2,2.502795410E-1,1.078731766E1,1.079023044E1
8.579163125E0,4.640350342E-3,2.544708252E-1,1.068043991E1,1.068347198E1
8.589194125E0,3.682342529E-2,2.540217590E-1,1.079629898E1,1.079934974E1
8.599226125E0,3.847000122E-2,2.573149109E-1,1.079225739E1,1.079539302E1
8.609258125E0,9.729766846E-3,2.601589966E-1,1.065154999E1,1.065473109E1
8.619290125E0,3.682342529E-2,2.698887634E-1,1.060724213E1,1.061073897E1
8.629321125E0,4.311035156E-2,2.667453003E-1,1.072744217E1,1.073084466E1
8.639353125E0,2.335144043E-2,2.583627319E-1,1.071950867E1,1.072264718E1
8.649385125E0,-7.035369873E-3,2.704875183E-1,1.054856415E1,1.055203386E1
8.659416125E0,3.173400879E-2,2.763253784E-1,1.064092209E1,1.064455662E1
8.669448125E0,3.203338623E-2,2.709365845E-1,1.075767929E1,1.076113825E1
8.679480125E0,-2.245330811E-2,2.742297363E-1,1.059766205E1,1.060123328E1
8.689511125E0,1.616638184E-2,2.683918762E-1,1.057116714E1,1.057458606E1
8.699543125E0,4.116439819E-2,2.634521484E-1,1.071397018E1,1.071728784E1
8.709575125E0,-1.975891113E-2,2.824626160E-1,1.066367477E1,1.066743339E1
8.719607125E0,-2.544708252E-3,2.555186462E-1,1.064092209E1,1.064398981E1
8.729638125E0,2.439926147E-2,2.571652222E-1,1.068493057E1,1.068805270E1
8.739670125E0,2.335144043E-2,2.534230042E-1,1.072519684E1,1.072821587E1
8.749702125E0,-1.077758789E-2,2.215393066E-1,1.067834427E1,1.068064755E1
8.759733125E0,1.347198486E-2,2.430944824E-1,1.060888870E1,1.061168205E1
8.769765125E0,5.358856201E-2,2.427951050E-1,1.070798264E1,1.071086893E1
8.779797125E0,2.784210205E-2,2.576142883E-1,1.075483521E1,1.075795615E1
8.789829125E0,6.586303711E-3,2.776725769E-1,1.059047699E1,1.059411857E1
8.799860125E0,4.700225830E-2,2.752775574E-1,1.058912979E1,1.059281156E1
8.809892125E0,2.784210205E-2,2.652484131E-1,1.070094727E1,1.070427038E1
8.819924125E0,-2.245330811E-3,2.597099304E-1,1.063044388E1,1.063361610E1
8.829955125E0,3.293151855E-3,2.444416809E-1,1.057146652E1,1.057429274E1
8.839987125E0,3.577560425E-2,2.621049500E-1,1.064436493E1,1.064765156E1
8.850019125E0,2.903961182E-2,2.695893860E-1,1.067939209E1,1.068283376E1
8.860050125E0,2.544708252E-3,2.619552612E-1,1.057820251E1,1.058144581E1
8.870082125E0,1.646575928E-2,2.609074402E-1,1.057520874E1,1.057843957E1
8.880114125E0,3.158432007E-2,2.796185303E-1,1.067370392E1,1.067741258E1
8.890146125E0,1.392105103E-2,2.647993469E-1,1.065768723E1,1.066098539E1
8.900177125E0,-2.544708252E-3,2.803669739E-1,1.055036041E1,1.055408532E1
8.910209125E0,1.871109009E-2,2.763253784E-1,1.064735870E1,1.065096020E1
8.920241125E0,7.484436035E-4,2.573149109E-1,1.073148376E1,1.073456824E1
8.930272125E0,-1.347198486E-3,2.534230042E-1,1.065454376E1,1.065755731E1
8.940304125E0,2.335144043E-2,2.610571289E-1,1.058898010E1,1.059222336E1
8.950336125E0,2.634521484E-2,2.582130432E-1,1.065349594E1,1.065665725E1
8.960368125E0,3.487747192E-2,2.483335876E-1,1.074271042E1,1.074563694E1
8.970399125E0,7.783813477E-3,2.401007080E-1,1.057565781E1,1.057838584E1
8.980431125E0,3.367996216E-2,2.372566223E-1,1.054272629E1,1.054544938E1
8.990463125E0,6.212081909E-2,2.424957275E-1,1.079465240E1,1.079755452E1
9.000494125E0,1.556762695E-2,2.642005920E-1,1.068912186E1,1.069239778E1
9.010526125E0,-1.317260742E-2,2.875520325E-1,1.047506699E1,1.047902133E1
9.020558125E0,3.697311401E-2,2.818638611E-1,1.074465637E1,1.074841639E1
9.030590125E0,5.089416504E-3,2.830613708E-1,1.078956299E1,1.079327657E1
9.040621125E0,3.143463135E-3,2.745291138E-1,1.053314621E1,1.053672365E1
9.050653125E0,1.496887207E-2,2.805166626E-1,1.060948746E1,1.061320582E1
9.060685125E0,2.514770508E-2,2.701881409E-1,1.079584991E1,1.079925967E1
9.070716125E0,1.047821045E-3,2.456391907E-1,1.066921326E1,1.067204063E1
9.080748125E0,2.844085693E-3,2.591111755E-1,1.056068893E1,1.056386754E1
9.090780125E0,1.721420288E-2,2.558180237E-1,1.066666855E1,1.066974963E1
9.100812125E0,1.691482544E-2,2.652484131E-1,1.076636124E1,1.076964146E1
9.110843125E0,1.496887207E-4,2.748284912E-1,1.057296341E1,1.057653469E1
9.120875125E0,3.592529297E-2,2.938389587E-1,1.048973648E1,1.049391268E1
9.130907125E0,5.298980713E-2,2.736309814E-1,1.075109299E1,1.075470512E1
9.140938125E0,3.143463135E-3,2.471360779E-1,1.066382446E1,1.066668825E1
9.150970125E0,1.706451416E-2,2.592608643E-1,1.044707520E1,1.045030562E1
9.161002125E0,4.340972900E-2,2.353106689E-1,1.063014450E1,1.063283723E1
9.171034125E0,3.921844482E-2,2.561174011E-1,1.076501404E1,1.076813175E1
9.181065125E0,-1.077758789E-2,2.561174011E-1,1.058463913E1,1.058774281E1
9.191096917E0,-5.388793945E-3,2.585124207E-1,1.053778656E1,1.054095837E1
9.201128917E0,6.002517700E-2,2.627037048E-1,1.085587509E1,1.085921914E1
9.211159917E0,2.993774414E-3,2.658471680E-1,1.075513458E1,1.075842012E1
9.221191917E0,4.640350342E-3,2.694396973E-1,1.059047699E1,1.059390495E1
9.231223917E0,3.412902832E-2,2.516267395E-1,1.071441925E1,1.071742789E1
9.241254917E0,5.658233643E-2,2.674937439E-1,1.082099762E1,1.082445121E1
9.251286917E0,7.484436035E-4,2.706372070E-1,1.067071014E1,1.067414165E1
9.261318917E0,4.041595459E-3,2.484832764E-1,1.063238983E1,1.063529378E1
9.271350917E0,4.969665527E-2,2.499801636E-1,1.074375824E1,1.074678096E1
9.281381917E0,3.008743286E-2,2.457888794E-1,1.074450668E1,1.074735974E1
9.291413917E0,4.490661621E-3,2.480342102E-1,1.068223618E1,1.068511632E1
9.301445917E0,2.365081787E-2,2.493814087E-1,1.062056442E1,1.062351821E1
9.311476917E0,4.775070190E-2,2.383044434E-1,1.068897217E1,1.069173490E1
9.321508917E0,6.735992432E-3,2.734812927E-1,1.069391190E1,1.069741039E1
9.331540917E0,-3.891906738E-3,2.763253784E-1,1.050365753E1,1.050729234E1
9.341572917E0,5.089416504E-2,2.772235107E-1,1.061921722E1,1.062295710E1
9.351603917E0,1.227447510E-2,2.743794250E-1,1.078941330E1,1.079290851E1
9.361635917E0,-1.751358032E-2,2.755769348E-1,1.059122543E1,1.059482447E1
9.371667917E0,-3.891906738E-3,2.543211365E-1,1.056173676E1,1.056479899E1
9.381698917E0,2.065704346E-2,2.457888794E-1,1.079974182E1,1.080255814E1
9.391730917E0,6.436614990E-3,2.481838989E-1,1.071861053E1,1.072148537E1
9.401762917E0,-2.844085693E-3,2.414479065E-1,1.054691757E1,1.054968130E1
9.411794917E0,4.041595459E-2,2.598596191E-1,1.069301376E1,1.069624718E1
9.421825917E0,4.490661621E-4,2.725831604E-1,1.077788727E1,1.078133367E1
9.431857917E0,-3.891906738E-3,2.680924988E-1,1.063388672E1,1.063726635E1
9.441889917E0,1.212478638E-2,2.951861572E-1,1.053883438E1,1.054297453E1
9.451920917E0,3.906875610E-2,2.766247559E-1,1.073657318E1,1.074020723E1
9.461952917E0,1.317260742E-2,2.576142883E-1,1.072325089E1,1.072635298E1
9.471984917E0,3.742218018E-3,2.920426941E-1,1.053494247E1,1.053899027E1
9.482015917E0,3.682342529E-2,3.041674805E-1,1.058269318E1,1.058712750E1
9.492047917E0,5.059478760E-2,2.752775574E-1,1.072474777E1,1.072839934E1
9.502079917E0,-9.879455566E-3,2.345622253E-1,1.060993652E1,1.061253363E1
9.512111917E0,4.191284180E-3,2.469863892E-1,1.053688843E1,1.053978356E1
9.522142917E0,3.158432007E-2,2.625540161E-1,1.073402847E1,1.073728548E1
9.532174917E0,4.879852295E-2,2.478845215E-1,1.079704742E1,1.080000283E1
9.542206917E0,-3.607498169E-2,2.412982178E-1,1.060349991E1,1.060630645E1
9.552237917E0,-4.939727783E-3,2.658471680E-1,1.060664337E1,1.060997562E1
9.562269917E0,2.963836670E-2,2.564167786E-1,1.076067307E1,1.076376852E1
9.572301917E0,-6.885681152E-3,2.757266235E-1,1.067235672E1,1.067592013E1
9.582333917E0,-1.706451416E-2,2.665956116E-1,1.054497162E1,1.054835489E1
9.592364917E0,3.622467041E-2,2.775228882E-1,1.069780380E1,1.070146426E1
9.602396917E0,3.802093506E-2,2.926414490E-1,1.078806610E1,1.079210150E1
9.612428917E0,-1.481918335E-2,2.763253784E-1,1.058344162E1,1.058705870E1
9.622459917E0,-5.538482666E-3,2.582130432E-1,1.060679306E1,1.060993703E1
9.632491917E0,2.499801636E-2,2.501298523E-1,1.074136322E1,1.074430424E1
9.642523917E0,1.736389160E-2,2.543211365E-1,1.064451462E1,1.064756649E1
9.652555917E0,2.305206299E-2,2.610571289E-1,1.056458084E1,1.056783093E1
9.662586917E0,5.239105225E-2,2.360591125E-1,1.067220703E1,1.067494598E1
9.672618917E0,3.113525391E-2,2.348616028E-1,1.078372513E1,1.078632732E1
9.682650917E0,2.335144043E-2,2.353106689E-1,1.065559158E1,1.065821507E1
9.692681917E0,-2.245330811E-3,2.606080627E-1,1.054122940E1,1.054445062E1
9.702713917E0,3.712280273E-2,2.857557678E-1,1.071771240E1,1.072158541E1
9.712745917E0,1.092727661E-2,2.906954956E-1,1.075139236E1,1.075532710E1
9.722776917E0,2.694396973E-3,2.921923828E-1,1.062131287E1,1.062533155E1
9.732808917E0,5.927673340E-2,2.962339783E-1,1.063508423E1,1.063937427E1
9.742840917E0,3.637435913E-2,3.044668579E-1,1.082024918E1,1.082459308E1
9.752872917E0,-7.783813477E-3,2.984793091E-1,1.073672287E1,1.074087373E1
9.762903917E0,1.167572021E-2,2.767744446E-1,1.060814026E1,1.061175670E1
9.772935917E0,4.206253052E-2,2.371069336E-1,1.076022400E1,1.076291826E1
9.782967917E0,3.248245239E-2,2.016307068E-1,1.077489349E1,1.077682884E1
9.792998917E0,-1.646575928E-3,2.339634705E-1,1.065439407E1,1.065696273E1
9.803030917E0,2.604583740E-2,2.299218750E-1,1.069121750E1,1.069372124E1
9.813062917E0,6.256988525E-2,2.035766602E-1,1.072639435E1,1.072850848E1
9.823094917E0,2.155517578E-2,2.520758057E-1,1.058927948E1,1.059230130E1
9.833125917E0,2.724334717E-2,2.719844055E-1,1.052925430E1,1.053280181E1
9.843157917E0,9.879455566E-3,2.517764282E-1,1.063942520E1,1.064240845E1
9.853189917E0,5.239105225E-3,2.894979858E-1,1.066966232E1,1.067359033E1
9.863220917E0,-2.514770508E-2,3.038681030E-1,1.058059753E1,1.058498996E1
9.873252917E0,1.706451416E-2,2.622546387E-1,1.055889267E1,1.056216280E1
9.883284917E0,1.975891113E-2,2.508782959E-1,1.059137512E1,1.059436441E1
9.893316917E0,-2.065704346E-2,2.371069336E-1,1.057505905E1,1.057773701E1
9.903347917E0,9.131011963E-3,2.383044434E-1,1.052910461E1,1.053180499E1
9.913379917E0,3.727249146E-2,2.384541321E-1,1.052266800E1,1.052543545E1
9.923411917E0,1.092727661E-2,2.531236267E-1,1.060843964E1,1.061146467E1
9.933442917E0,1.002914429E-2,2.644999695E-1,1.065993256E1,1.066321823E1
9.943474917E0,3.367996216E-2,2.487826538E-1,1.039288788E1,1.039591966E1
9.953506917E0,4.161346436E-2,2.492317200E-1,1.044617706E1,1.044923267E1
9.963538917E0,2.844085693E-3,2.716850281E-1,1.058478882E1,1.058827536E1
9.973569917E0,5.987548828E-4,2.755769348E-1,1.043764481E1,1.044128211E1
9.983601917E0,1.077758789E-2,2.803669739E-1,1.040456360E1,1.040834595E1
9.993633917E0,1.676513672E-2,2.887495422E-1,1.057790314E1,1.058185674E1
1.000366492E1,-1.332229614E-2,2.583627319E-1,1.051638107E1,1.051956271E1
1.001369692E1,-5.089416504E-3,2.321672058E-1,1.034274216E1,1.034534885E1
1.002372892E1,3.203338623E-2,2.797682190E-1,1.042432251E1,1.042812525E1
1.003376092E1,2.484832764E-2,2.751278687E-1,1.042372375E1,1.042738365E1
1.004379192E1,-3.712280273E-2,2.463876343E-1,1.022403900E1,1.022707478E1
1.005382392E1,1.826202393E-2,2.463876343E-1,1.033705399E1,1.034000607E1
1.006385592E1,2.694396973E-2,2.305206299E-1,1.034887939E1,1.035148156E1
1.007388692E1,4.340972900E-3,2.377056885E-1,1.021879990E1,1.022156515E1
1.008391892E1,1.826202393E-2,2.365081787E-1,1.020068756E1,1.020344532E1
1.009395092E1,1.871109009E-2,2.305206299E-1,1.021296204E1,1.021558042E1
1.010398192E1,-4.640350342E-3,2.420466614E-1,1.023182281E1,1.023468643E1
1.011401392E1,3.278182983E-2,2.706372070E-1,1.017643799E1,1.018008886E1
1.012404592E1,5.927673340E-2,2.827619934E-1,1.017973114E1,1.018383003E1
1.013407792E1,5.358856201E-2,2.838098145E-1,1.024724075E1,1.025131030E1
1.014410892E1,2.933898926E-2,2.830613708E-1,1.015143997E1,1.015542801E1
1.015414092E1,1.496887207E-2,2.929408264E-1,1.009815079E1,1.010241000E1
1.016417292E1,7.095245361E-2,2.395019531E-1,1.021071671E1,1.021377164E1
1.017420392E1,4.999603271E-2,2.029779053E-1,1.006970993E1,1.007187955E1
1.018423675E1,-2.170486450E-2,2.345622253E-1,9.914183350E0,9.916981498E0
1.019426875E1,5.029541016E-2,2.296224976E-1,1.017164795E1,1.017436377E1
1.020430075E1,6.167175293E-2,2.082170105E-1,1.008752289E1,1.008986005E1
1.021433175E1,4.266128540E-2,2.463876343E-1,9.815239105E0,9.818423781E0
1.022436375E1,4.191284180E-3,2.249821472E-1,9.930649109E0,9.933198189E0
1.023439575E1,6.646179199E-2,2.064207458E-1,1.002914429E1,1.003148851E1
1.024442675E1,2.844085693E-2,2.341131592E-1,9.838590546E0,9.841416655E0
1.025445875E1,-2.844085693E-3,2.915936279E-1,9.886790314E0,9.891089811E0
1.026449075E1,-2.859054565E-2,2.618055725E-1,9.968370667E0,9.971849042E0
1.027452275E1,6.885681152E-3,2.631527710E-1,9.984087982E0,9.987557741E0
1.028455375E1,3.891906738E-3,2.387535095E-1,9.981692963E0,9.984548702E0
1.029458575E1,6.436614990E-3,2.151026917E-1,9.906698914E0,9.909035975E0
1.030461775E1,1.392105103E-2,2.414479065E-1,9.892179108E0,9.895135087E0
1.031464875E1,4.849914551E-2,2.487826538E-1,9.988279266E0,9.991494767E0
1.032468075E1,1.975891113E-2,2.161505127E-1,1.003737717E1,1.003972369E1
1.033471275E1,-2.080673218E-2,2.335144043E-1,9.937235413E0,9.940000480E0
1.034474475E1,2.814147949E-2,2.625540161E-1,9.989626465E0,9.993115803E0
1.035477575E1,-1.706451416E-2,2.445913696E-1,1.003797592E1,1.004096991E1
